feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bioc_X_12127	diet_sugar	diet_sugar	-1.79121805583904	0.387531185315935	180	103	1.18270046162538e-05	0.139056006775604
Bioc_X_12798	diet_meat	diet_meat	-1.69191989549991	0.35687352345139	180	95	8.13510978606489e-06	0.139056006775604
