feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Microbiome_gene_K23535	antivirals	antivirals	-1.05727635502955	0.227406239312246	180	105	1.01994227307992e-05	0.114435379082478
Bioc_X_12851	antivirals	antivirals	-1.07749116828379	0.234486212462421	180	108	1.23015725968802e-05	0.114435379082478
