feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Microbiome_gene_K05939	probiotics	probiotics	0.31626147053045	0.386126525507441	180	124	0.414388481861678	0.924376804300491
Microbiome_gene_K05946	probiotics	probiotics	-0.222038013073234	0.267671371782288	180	151	0.408166002713692	0.924376804300491
Microbiome_gene_K05946	antivirals	antivirals	-0.244025816022741	0.291966043277472	180	151	0.404632025178109	0.924376804300491
Microbiome_gene_K05964	probiotics	probiotics	-0.316812724299923	0.292646541943799	180	139	0.280939984661994	0.924376804300491
Microbiome_gene_K05966	probiotics	probiotics	-0.229308005866979	0.285857512516978	180	137	0.4238930489804	0.924376804300491
Microbiome_gene_K05966	antivirals	antivirals	-0.376987334227201	0.296931695258064	180	137	0.20645747846765	0.924376804300491
Microbiome_gene_K05967	antifungals	antifungals	0.345581055038856	0.338064699813792	180	129	0.308660590660137	0.924376804300491
Microbiome_gene_K05967	antibiotics	antibiotics	0.341909310941904	0.422269226050349	180	129	0.419666505761226	0.924376804300491
Microbiome_gene_K05967	antivirals	antivirals	-0.347881735985286	0.323889918280497	180	129	0.284875169598997	0.924376804300491
Microbiome_gene_K05970	antibiotics	antibiotics	0.223642722154625	0.279078863440486	180	150	0.424234323352975	0.924376804300491
Microbiome_gene_K05985	antibiotics	antibiotics	0.416508352535856	0.339993039429876	180	150	0.222542821949743	0.924376804300491
Microbiome_gene_K05988	probiotics	probiotics	-0.379612544586274	0.289719063230696	180	136	0.192394548612108	0.924376804300491
Microbiome_gene_K05989	antibiotics	antibiotics	0.223919802339403	0.276015814150015	180	148	0.418566236943974	0.924376804300491
Microbiome_gene_K05989	probiotics	probiotics	-0.281380552470551	0.293517346995702	180	148	0.339352855287128	0.924376804300491
Microbiome_gene_K05995	antifungals	antifungals	0.514257616805544	0.388644783913896	180	152	0.187820900787392	0.924376804300491
Microbiome_gene_K06001	antibiotics	antibiotics	0.227448612897098	0.277474098280722	180	170	0.413563289825581	0.924376804300491
Microbiome_gene_K06012	antifungals	antifungals	0.391236587889823	0.316960072021802	180	159	0.218956359020774	0.924376804300491
Microbiome_gene_K06013	antibiotics	antibiotics	0.415068841321773	0.459776466946277	180	132	0.368361139766171	0.924376804300491
Microbiome_gene_K06013	antivirals	antivirals	-0.311848273365594	0.325849562647125	180	132	0.340369664179389	0.924376804300491
Microbiome_gene_K06015	antibiotics	antibiotics	0.26962153098494	0.283886007814534	180	141	0.343922579903138	0.924376804300491
Microbiome_gene_K06016	antibiotics	antibiotics	0.226432442465569	0.300772079415102	180	148	0.452785245664599	0.924376804300491
Microbiome_gene_K06019	antifungals	antifungals	0.281813535490138	0.298349012256706	180	128	0.346726795841805	0.924376804300491
Microbiome_gene_K06020	probiotics	probiotics	-0.387375633928663	0.293027597383901	180	158	0.188148994882699	0.924376804300491
Microbiome_gene_K06024	antibiotics	antibiotics	0.443923466002628	0.337135744566569	180	162	0.189841297295798	0.924376804300491
Microbiome_gene_K06024	antivirals	antivirals	-0.237924283673062	0.307142356716296	180	162	0.439718374650986	0.924376804300491
Microbiome_gene_K06041	probiotics	probiotics	-0.379449855000436	0.296363199146641	180	169	0.202228539740083	0.924376804300491
Microbiome_gene_K06041	antivirals	antivirals	-0.388652786812457	0.308544713884113	180	169	0.209591820739197	0.924376804300491
Microbiome_gene_K06042	antivirals	antivirals	-0.389892063780763	0.334978376133431	180	156	0.246287344802478	0.924376804300491
Microbiome_gene_K06045	antibiotics	antibiotics	0.341878856796267	0.347307615645031	180	106	0.327286335892123	0.924376804300491
Microbiome_gene_K06048	antifungals	antifungals	0.264086824730196	0.288046576083983	180	130	0.361002510864002	0.924376804300491
Microbiome_gene_K06048	antibiotics	antibiotics	0.299881512743778	0.359772063996316	180	130	0.406134710518679	0.924376804300491
Microbiome_gene_K06075	antifungals	antifungals	0.317284369837584	0.374468548923827	180	140	0.398331743696596	0.924376804300491
Microbiome_gene_K06075	antibiotics	antibiotics	-0.442919413148336	0.342207417350092	180	140	0.197771105540707	0.924376804300491
Microbiome_gene_K06075	probiotics	probiotics	-0.268298554101646	0.288193147352659	180	140	0.353532032051405	0.924376804300491
Microbiome_gene_K06076	antibiotics	antibiotics	0.204857617831465	0.270948728040899	180	159	0.450759092726674	0.924376804300491
Microbiome_gene_K06076	probiotics	probiotics	-0.218812714544483	0.266033190990555	180	159	0.412063218767498	0.924376804300491
Microbiome_gene_K06077	antifungals	antifungals	0.394555418277544	0.380565718305097	180	122	0.30198558965638	0.924376804300491
Microbiome_gene_K06077	antibiotics	antibiotics	0.408251356612533	0.476094792446364	180	122	0.392921627540058	0.924376804300491
Microbiome_gene_K06077	antivirals	antivirals	-0.413346520401583	0.37872871817031	180	122	0.277337027454933	0.924376804300491
Microbiome_gene_K06079	probiotics	probiotics	-0.271459412259053	0.273006275219737	180	158	0.321630264337986	0.924376804300491
Microbiome_gene_K06079	antivirals	antivirals	-0.293717710850579	0.307916549816258	180	158	0.341645270199697	0.924376804300491
Microbiome_gene_K06113	antibiotics	antibiotics	0.22644799625506	0.271907567567926	180	151	0.406310797212097	0.924376804300491
Microbiome_gene_K06131	antibiotics	antibiotics	0.222957868739182	0.292043622219393	180	172	0.446278029070495	0.924376804300491
Microbiome_gene_K06132	antivirals	antivirals	-0.348706156875494	0.305631932867811	180	148	0.255804117787215	0.924376804300491
Microbiome_gene_K06133	antibiotics	antibiotics	0.317583910582575	0.35520958397989	180	151	0.372753391769187	0.924376804300491
Microbiome_gene_K06133	antivirals	antivirals	-0.428878415748264	0.334222636692771	180	151	0.201451044187804	0.924376804300491
Microbiome_gene_K06149	antibiotics	antibiotics	0.315606206743193	0.340721620001809	180	126	0.356140382973633	0.924376804300491
Microbiome_gene_K06153	antibiotics	antibiotics	0.213493926578349	0.277862981358596	180	169	0.443388723723211	0.924376804300491
Microbiome_gene_K06155	antifungals	antifungals	0.308006058405575	0.37081941085378	180	144	0.407618774600845	0.924376804300491
Microbiome_gene_K06156	antivirals	antivirals	-0.331339506378317	0.33941173426972	180	148	0.330605491465968	0.924376804300491
Microbiome_gene_K06158	antibiotics	antibiotics	0.250758949413227	0.282438909875671	180	169	0.375930131551175	0.924376804300491
Microbiome_gene_K06162	antifungals	antifungals	0.308023671284188	0.342955354954707	180	139	0.370719154253484	0.924376804300491
Microbiome_gene_K06162	probiotics	probiotics	-0.25057745873814	0.272184718374035	180	139	0.358905632215854	0.924376804300491
Microbiome_gene_K06163	antifungals	antifungals	0.340736922634686	0.362386102361918	180	143	0.348727468070522	0.924376804300491
Microbiome_gene_K06165	probiotics	probiotics	-0.20837227682021	0.265420595091236	180	136	0.433833264355746	0.924376804300491
Microbiome_gene_K06167	antibiotics	antibiotics	0.220747283876591	0.281821745673022	180	160	0.434653844794353	0.924376804300491
Microbiome_gene_K06168	antibiotics	antibiotics	0.236836376266742	0.273796151069793	180	167	0.388312471375328	0.924376804300491
Microbiome_gene_K06173	antibiotics	antibiotics	0.240418705910532	0.275844079699295	180	169	0.384714593672254	0.924376804300491
Microbiome_gene_K06175	antifungals	antifungals	0.240038792024766	0.276410346039114	180	132	0.386805469134494	0.924376804300491
Microbiome_gene_K06175	antibiotics	antibiotics	0.287500691695199	0.345255611813804	180	132	0.406566795979835	0.924376804300491
Microbiome_gene_K06175	antivirals	antivirals	-0.333629167909202	0.26347249171316	180	132	0.207731607430019	0.924376804300491
Microbiome_gene_K06176	probiotics	probiotics	0.226552698624178	0.283027691589522	180	128	0.42498699217244	0.924376804300491
Microbiome_gene_K06177	probiotics	probiotics	-0.266226236454019	0.274620820989006	180	158	0.333859649931684	0.924376804300491
Microbiome_gene_K06178	antibiotics	antibiotics	0.229358930867177	0.284591104785248	180	167	0.421467834936551	0.924376804300491
Microbiome_gene_K06180	antibiotics	antibiotics	0.258404919086398	0.275379129964097	180	167	0.34945604912332	0.924376804300491
Microbiome_gene_K06181	probiotics	probiotics	0.238932516195708	0.311934188658006	180	126	0.445185267498681	0.924376804300491
Microbiome_gene_K06182	antifungals	antifungals	0.322732744084043	0.298644058552112	180	148	0.281667462588016	0.924376804300491
Microbiome_gene_K06182	antibiotics	antibiotics	0.313375903942641	0.323692853048992	180	148	0.334615317962806	0.924376804300491
Microbiome_gene_K06182	antivirals	antivirals	-0.244216521778848	0.312949540252444	180	148	0.436462771449113	0.924376804300491
Microbiome_gene_K06183	antibiotics	antibiotics	0.452223402398117	0.34755977462966	180	160	0.195141878307836	0.924376804300491
Microbiome_gene_K06183	probiotics	probiotics	-0.211953028031462	0.283342829992069	180	160	0.455566826166601	0.924376804300491
Microbiome_gene_K06183	antivirals	antivirals	-0.279313043575393	0.31681327523958	180	160	0.379340407331745	0.924376804300491
Microbiome_gene_K06187	antibiotics	antibiotics	0.259638690011916	0.277394714105786	180	170	0.350646205799989	0.924376804300491
Microbiome_gene_K06188	antibiotics	antibiotics	0.228837481992918	0.283622396727729	180	148	0.421099397801558	0.924376804300491
Microbiome_gene_K06189	antibiotics	antibiotics	0.439286775115771	0.3962919236092	180	135	0.269695580204522	0.924376804300491
Microbiome_gene_K06189	probiotics	probiotics	0.275005605077676	0.294146100762356	180	135	0.351558502312266	0.924376804300491
Microbiome_gene_K06190	antifungals	antifungals	0.267388678917138	0.305544442763834	180	128	0.383213165066272	0.924376804300491
Microbiome_gene_K06190	antibiotics	antibiotics	0.309106481970842	0.382237266685636	180	128	0.420262378081379	0.924376804300491
Microbiome_gene_K06190	antivirals	antivirals	-0.339040280126694	0.302634665133497	180	128	0.26477051877812	0.924376804300491
Microbiome_gene_K06191	probiotics	probiotics	-0.246211198291149	0.275515206786747	180	139	0.373117124334902	0.924376804300491
Microbiome_gene_K06192	antifungals	antifungals	0.259248953425399	0.275232485740486	180	132	0.348018222138197	0.924376804300491
Microbiome_gene_K06192	antibiotics	antibiotics	0.286109375329082	0.343299197555813	180	132	0.406177572901752	0.924376804300491
Microbiome_gene_K06192	antivirals	antivirals	-0.32371962835303	0.253552419182899	180	132	0.204024833374041	0.924376804300491
Microbiome_gene_K06193	antifungals	antifungals	-0.237753124868845	0.269510858047183	180	136	0.379303269359513	0.924376804300491
Microbiome_gene_K06193	antibiotics	antibiotics	0.319639894555247	0.413397627621078	180	136	0.440795757858676	0.924376804300491
Microbiome_gene_K06194	antivirals	antivirals	-0.24514707037839	0.32782049453515	180	152	0.455770095093117	0.924376804300491
Microbiome_gene_K06195	antifungals	antifungals	0.387175985310343	0.332639760681698	180	121	0.246832788856573	0.924376804300491
Microbiome_gene_K06195	antibiotics	antibiotics	0.390073112706915	0.415431762499949	180	121	0.349703161230804	0.924376804300491
Microbiome_gene_K06196	probiotics	probiotics	-0.343993282395632	0.281853707400595	180	142	0.224384244337514	0.924376804300491
Microbiome_gene_K06198	antibiotics	antibiotics	0.246941653003562	0.276749472148849	180	128	0.373978165455991	0.924376804300491
Microbiome_gene_K06200	antibiotics	antibiotics	0.348392220659281	0.347375191878314	180	155	0.317510870384855	0.924376804300491
Microbiome_gene_K06201	antibiotics	antibiotics	0.218136034795575	0.273833819176925	180	161	0.426893997238394	0.924376804300491
Microbiome_gene_K06203	antifungals	antifungals	0.371796638408555	0.382381549247456	180	148	0.332533958690962	0.924376804300491
Microbiome_gene_K06204	antifungals	antifungals	0.420071561177321	0.423138561601642	180	154	0.322440389724813	0.924376804300491
Microbiome_gene_K06204	antibiotics	antibiotics	0.463978147891628	0.526330839188569	180	154	0.379449075913235	0.924376804300491
Microbiome_gene_K06204	probiotics	probiotics	-0.284296263417326	0.324196352946985	180	154	0.381938425000368	0.924376804300491
Microbiome_gene_K06207	antibiotics	antibiotics	0.220855601389222	0.271510900579379	180	169	0.417149917924125	0.924376804300491
Microbiome_gene_K06209	antivirals	antivirals	-0.264736908909112	0.319356826654774	180	160	0.40839668712132	0.924376804300491
Microbiome_gene_K06211	antifungals	antifungals	0.253750829228929	0.292422662219867	180	126	0.38724693299888	0.924376804300491
Microbiome_gene_K06211	antibiotics	antibiotics	0.281917693055657	0.365802227995655	180	126	0.442396857638908	0.924376804300491
Microbiome_gene_K06211	antivirals	antivirals	-0.231035151763176	0.289790850285524	180	126	0.426868736782844	0.924376804300491
Microbiome_gene_K06212	antibiotics	antibiotics	0.270336162900246	0.359728284177204	180	128	0.453786712512854	0.924376804300491
Microbiome_gene_K06212	antivirals	antivirals	-0.265579375519576	0.284813277797298	180	128	0.35292128780309	0.924376804300491
Microbiome_gene_K06213	antibiotics	antibiotics	0.279883278541209	0.276719241486367	180	166	0.313326332787648	0.924376804300491
Microbiome_gene_K06215	antifungals	antifungals	0.436663581481034	0.344252429569526	180	150	0.206673520112436	0.924376804300491
Microbiome_gene_K06215	antibiotics	antibiotics	0.486585324179206	0.372814750988324	180	150	0.193903488617005	0.924376804300491
Microbiome_gene_K06215	antivirals	antivirals	-0.467097816341522	0.353358318149643	180	150	0.188289264437453	0.924376804300491
Microbiome_gene_K06217	antibiotics	antibiotics	0.2212695410443	0.27898527269379	180	173	0.428825046058712	0.924376804300491
Microbiome_gene_K06218	antibiotics	antibiotics	0.344722241377708	0.303749594839129	180	140	0.25843259662631	0.924376804300491
Microbiome_gene_K06218	antivirals	antivirals	-0.304689133096828	0.299154319402727	180	140	0.310261471100119	0.924376804300491
Microbiome_gene_K06221	antifungals	antifungals	0.236545356883145	0.299669748782868	180	131	0.431388303179002	0.924376804300491
Microbiome_gene_K06221	antivirals	antivirals	-0.263780920094883	0.285723894593089	180	131	0.357666381179625	0.924376804300491
Microbiome_gene_K06223	antivirals	antivirals	-0.276524145047294	0.32686672265283	180	162	0.398848992791691	0.924376804300491
Microbiome_gene_K06281	antifungals	antifungals	0.396971391107892	0.412156436344445	180	153	0.337039752244753	0.924376804300491
Microbiome_gene_K06281	probiotics	probiotics	-0.390468622921616	0.315963850484403	180	153	0.218490230370508	0.924376804300491
Microbiome_gene_K06282	probiotics	probiotics	-0.335678064134643	0.295226320778285	180	154	0.257355404559502	0.924376804300491
Microbiome_gene_K06282	antivirals	antivirals	-0.39834329364297	0.321961081966256	180	154	0.217944129644297	0.924376804300491
Microbiome_gene_K06286	antibiotics	antibiotics	0.384663799844056	0.331962071175759	180	134	0.248695306667945	0.924376804300491
Microbiome_gene_K06287	antibiotics	antibiotics	0.216149781981243	0.277509967248617	180	168	0.437173719943837	0.924376804300491
Microbiome_gene_K06295	antibiotics	antibiotics	0.290364256126256	0.326160880581517	180	129	0.375056423349525	0.924376804300491
Microbiome_gene_K06295	antivirals	antivirals	-0.396868437571866	0.338597407242512	180	129	0.243405801752596	0.924376804300491
Microbiome_gene_K06296	probiotics	probiotics	-0.277867540661434	0.281686254248369	180	133	0.325776571924854	0.924376804300491
Microbiome_gene_K06296	antivirals	antivirals	-0.293824894300505	0.304904731548303	180	133	0.337032799511009	0.924376804300491
Microbiome_gene_K06298	antifungals	antifungals	0.404948516619534	0.32875827341657	180	142	0.220151945506805	0.924376804300491
Microbiome_gene_K06298	probiotics	probiotics	-0.346739391392164	0.310585026511493	180	142	0.266202059327337	0.924376804300491
Microbiome_gene_K06306	probiotics	probiotics	-0.268594953506709	0.265425641905763	180	142	0.31335038982336	0.924376804300491
Microbiome_gene_K06310	antivirals	antivirals	-0.248595415167977	0.318951445891652	180	147	0.437032586895283	0.924376804300491
Microbiome_gene_K06320	probiotics	probiotics	-0.209060833557908	0.257023289390307	180	127	0.417577622405104	0.924376804300491
Microbiome_gene_K06348	antifungals	antifungals	0.376644614993961	0.279437688340937	180	122	0.180305416046121	0.924376804300491
Microbiome_gene_K06378	antibiotics	antibiotics	0.450194778598367	0.340402633640149	180	151	0.188057639128548	0.924376804300491
Microbiome_gene_K06378	antivirals	antivirals	-0.29211888332425	0.322037592415887	180	151	0.365850954321534	0.924376804300491
Microbiome_gene_K06382	antibiotics	antibiotics	0.429749390792172	0.358566406442358	180	156	0.232591857624969	0.924376804300491
Microbiome_gene_K06382	antivirals	antivirals	-0.257932241478704	0.3352679805928	180	156	0.442898247872384	0.924376804300491
Microbiome_gene_K06384	antibiotics	antibiotics	0.406018244530431	0.352106696873443	180	133	0.251013443039223	0.924376804300491
Microbiome_gene_K06385	antivirals	antivirals	-0.414684656922769	0.30957177112444	180	154	0.182433601372566	0.924376804300491
Microbiome_gene_K06387	antifungals	antifungals	0.379275480522056	0.285562738455705	180	149	0.186223647343989	0.924376804300491
Microbiome_gene_K06390	antibiotics	antibiotics	0.423052123363373	0.35778306468584	180	160	0.238847248146904	0.924376804300491
Microbiome_gene_K06391	antifungals	antifungals	-0.310318795273166	0.377325294790218	180	143	0.412258288799519	0.924376804300491
Microbiome_gene_K06393	antifungals	antifungals	0.291448689968472	0.305461573999079	180	154	0.341565444466558	0.924376804300491
Microbiome_gene_K06395	antivirals	antivirals	-0.334315055395627	0.334103844119764	180	153	0.318637872906466	0.924376804300491
Microbiome_gene_K06397	antibiotics	antibiotics	0.436508474341156	0.356952825508362	180	156	0.223282281254745	0.924376804300491
Microbiome_gene_K06397	antivirals	antivirals	-0.266355536343782	0.333759244661201	180	156	0.426096537234842	0.924376804300491
Microbiome_gene_K06398	antivirals	antivirals	-0.393372236856411	0.309989955362493	180	161	0.206336943078818	0.924376804300491
Microbiome_gene_K06404	antibiotics	antibiotics	0.388020746142792	0.327121246480504	180	146	0.237550900506759	0.924376804300491
Microbiome_gene_K06404	probiotics	probiotics	-0.213895584083295	0.266991656023162	180	146	0.424403116801217	0.924376804300491
Microbiome_gene_K06404	antivirals	antivirals	-0.355916987034118	0.30674928467635	180	146	0.247893090252664	0.924376804300491
Microbiome_gene_K06405	antivirals	antivirals	-0.344999322263635	0.309608202123013	180	157	0.266905341254905	0.924376804300491
Microbiome_gene_K06406	antifungals	antifungals	0.323281051790441	0.325041598329834	180	158	0.321509169253676	0.924376804300491
Microbiome_gene_K06406	antibiotics	antibiotics	0.471100366753228	0.352021261163133	180	158	0.182793058621695	0.924376804300491
Microbiome_gene_K06406	antivirals	antivirals	-0.352228997713036	0.332387403055588	180	158	0.290953790925246	0.924376804300491
Microbiome_gene_K06407	antibiotics	antibiotics	0.4517726900293	0.339794595353234	180	152	0.185713408502402	0.924376804300491
Microbiome_gene_K06407	antivirals	antivirals	-0.292816949160427	0.317975957975332	180	152	0.358612925985173	0.924376804300491
Microbiome_gene_K06409	antivirals	antivirals	-0.324574883837493	0.329386841134379	180	165	0.325919724631051	0.924376804300491
Microbiome_gene_K06410	antifungals	antifungals	0.486010740537044	0.375568550264214	180	142	0.197819617117039	0.924376804300491
Microbiome_gene_K06416	antibiotics	antibiotics	0.34791261082153	0.356704586128929	180	129	0.331284504440068	0.924376804300491
Microbiome_gene_K06416	antivirals	antivirals	-0.383702441758075	0.382646006510767	180	129	0.31792905293032	0.924376804300491
Microbiome_gene_K06442	antivirals	antivirals	-0.383953269711438	0.311169332668349	180	165	0.219047860574331	0.924376804300491
Microbiome_gene_K06445	antifungals	antifungals	0.257135225034534	0.295528216816401	180	132	0.38589449507417	0.924376804300491
Microbiome_gene_K06445	antibiotics	antibiotics	0.288276046892104	0.369135152744067	180	132	0.436285269064807	0.924376804300491
Microbiome_gene_K06445	antivirals	antivirals	-0.344975157147807	0.281695518174076	180	132	0.222978180967505	0.924376804300491
Microbiome_gene_K06518	antibiotics	antibiotics	0.226241128486636	0.278223091876966	180	165	0.417332157663854	0.924376804300491
Microbiome_gene_K06603	antibiotics	antibiotics	0.398086407211442	0.326029341897075	180	147	0.224104191149853	0.924376804300491
Microbiome_gene_K06603	antivirals	antivirals	-0.349337174366399	0.306668483290722	180	147	0.256564364964991	0.924376804300491
Microbiome_gene_K06605	probiotics	probiotics	-0.29721558207428	0.24656013280647	180	139	0.230154508707812	0.924376804300491
Microbiome_gene_K06606	antibiotics	antibiotics	0.428390714333973	0.322501075704967	180	136	0.186375697748065	0.924376804300491
Microbiome_gene_K06606	probiotics	probiotics	-0.325883092451445	0.262918193106778	180	136	0.217381957720439	0.924376804300491
Microbiome_gene_K06608	antifungals	antifungals	0.270817418112617	0.307420995921766	180	141	0.379908030345241	0.924376804300491
Microbiome_gene_K06608	antibiotics	antibiotics	0.317078696180567	0.333599006977235	180	141	0.343555205603313	0.924376804300491
Microbiome_gene_K06608	probiotics	probiotics	-0.29332437347187	0.302686761501092	180	141	0.33423098113635	0.924376804300491
Microbiome_gene_K06608	antivirals	antivirals	-0.400319424665537	0.331763068561761	180	141	0.22966454375676	0.924376804300491
Microbiome_gene_K06714	antibiotics	antibiotics	0.217792429840669	0.266744018509873	180	139	0.415672069693954	0.924376804300491
Microbiome_gene_K06714	probiotics	probiotics	-0.218540863111001	0.275718356528093	180	139	0.429398257658352	0.924376804300491
Microbiome_gene_K06726	antifungals	antifungals	-0.283918321745037	0.257404245798664	180	149	0.271864677181511	0.924376804300491
Microbiome_gene_K06726	probiotics	probiotics	-0.35778415683842	0.283877832907086	180	149	0.209583249328436	0.924376804300491
Microbiome_gene_K06861	antibiotics	antibiotics	0.229126945706121	0.27833151573654	180	169	0.411580644346739	0.924376804300491
Microbiome_gene_K06864	antivirals	antivirals	-0.379782377778148	0.346427089845501	180	154	0.274723347303547	0.924376804300491
Microbiome_gene_K06867	antifungals	antifungals	0.235344482512198	0.296301380368277	180	127	0.42857824352187	0.924376804300491
Microbiome_gene_K06867	probiotics	probiotics	-0.233381371879774	0.257254242398761	180	127	0.366088791488769	0.924376804300491
Microbiome_gene_K06871	antibiotics	antibiotics	0.235838016734747	0.271629024569189	180	171	0.386518788127713	0.924376804300491
Microbiome_gene_K06877	antifungals	antifungals	0.29028961323993	0.244228015847961	180	135	0.236763548176577	0.924376804300491
Microbiome_gene_K06877	antibiotics	antibiotics	0.308101516383514	0.265110411663515	180	135	0.247298397472674	0.924376804300491
Microbiome_gene_K06877	antivirals	antivirals	-0.307067281325199	0.265786403268354	180	135	0.250080114048948	0.924376804300491
Microbiome_gene_K06878	antifungals	antifungals	0.357122652829062	0.35732185566698	180	138	0.319395268196739	0.924376804300491
Microbiome_gene_K06878	antibiotics	antibiotics	0.397850694754502	0.445910937928737	180	138	0.373886390998465	0.924376804300491
Microbiome_gene_K06879	antifungals	antifungals	0.435034979586966	0.371088295248875	180	149	0.243003600963319	0.924376804300491
Microbiome_gene_K06879	antivirals	antivirals	-0.394786685202148	0.337596387910633	180	149	0.244172779644759	0.924376804300491
Microbiome_gene_K06880	antibiotics	antibiotics	0.44467168437711	0.435940274302901	180	126	0.309749874046859	0.924376804300491
Microbiome_gene_K06881	antibiotics	antibiotics	0.210606153673116	0.280579602897394	180	168	0.453968951296041	0.924376804300491
Microbiome_gene_K06885	antibiotics	antibiotics	0.273389078399237	0.276594025379139	180	152	0.324574644414303	0.924376804300491
Microbiome_gene_K06888	probiotics	probiotics	-0.308017030711901	0.259564198570754	180	136	0.237505430684887	0.924376804300491
Microbiome_gene_K06890	antibiotics	antibiotics	0.371329913391836	0.359088486932056	180	156	0.30274726721396	0.924376804300491
Microbiome_gene_K06893	antibiotics	antibiotics	0.241005703960342	0.297402115353276	180	125	0.41933182726969	0.924376804300491
Microbiome_gene_K06895	antifungals	antifungals	0.392078646907954	0.37988268118299	180	149	0.303753461470773	0.924376804300491
Microbiome_gene_K06895	probiotics	probiotics	-0.251150858000672	0.291309724922613	180	149	0.390041886491644	0.924376804300491
Microbiome_gene_K06896	antivirals	antivirals	-0.443446437882306	0.364431044483275	180	144	0.2257353130311	0.924376804300491
Microbiome_gene_K06897	probiotics	probiotics	-0.365726017269053	0.320069258008175	180	149	0.255081650510593	0.924376804300491
Microbiome_gene_K06899	antifungals	antifungals	-0.233387492460085	0.280463094249935	180	127	0.40694994384929	0.924376804300491
Microbiome_gene_K06901	antibiotics	antibiotics	0.441607661538201	0.34099252122168	180	166	0.197151649842447	0.924376804300491
Microbiome_gene_K06901	antivirals	antivirals	-0.327239232650008	0.302922679686878	180	166	0.281636153455923	0.924376804300491
Microbiome_gene_K06903	antifungals	antifungals	0.40360011866719	0.308388222255349	180	136	0.192913605219927	0.924376804300491
Microbiome_gene_K06903	probiotics	probiotics	-0.274615778509569	0.325863855675182	180	136	0.400914572985704	0.924376804300491
Microbiome_gene_K06904	probiotics	probiotics	-0.302128026087971	0.337325934932369	180	129	0.372171863793478	0.924376804300491
Microbiome_gene_K06905	antibiotics	antibiotics	0.370875692200922	0.402584164091173	180	126	0.358759484751604	0.924376804300491
Microbiome_gene_K06907	antifungals	antifungals	0.319382572802403	0.296690346508364	180	133	0.283735363245524	0.924376804300491
Microbiome_gene_K06907	antibiotics	antibiotics	0.358506033529545	0.320838677157317	180	133	0.265915100212725	0.924376804300491
Microbiome_gene_K06907	probiotics	probiotics	-0.369308848021998	0.273160218750982	180	133	0.178763816367412	0.924376804300491
Microbiome_gene_K06908	antibiotics	antibiotics	0.406992058737829	0.395403722141866	180	133	0.305276232086191	0.924376804300491
Microbiome_gene_K06908	probiotics	probiotics	-0.226475283052702	0.276188150283684	180	133	0.413738396738571	0.924376804300491
Microbiome_gene_K06909	antibiotics	antibiotics	0.391860602957952	0.350182159108232	180	130	0.265277643752883	0.924376804300491
Microbiome_gene_K06910	antibiotics	antibiotics	0.419360943661577	0.483291474464652	180	145	0.387033375888446	0.924376804300491
Microbiome_gene_K06915	antivirals	antivirals	-0.39913238670945	0.325713775624827	180	155	0.22234200338157	0.924376804300491
Microbiome_gene_K06916	antifungals	antifungals	0.251635371725778	0.272021003229918	180	129	0.356732192550954	0.924376804300491
Microbiome_gene_K06916	antibiotics	antibiotics	0.312854318695794	0.339747286241761	180	129	0.358919815692046	0.924376804300491
Microbiome_gene_K06918	antifungals	antifungals	0.202296882232515	0.254942325188078	180	126	0.429039535335157	0.924376804300491
Microbiome_gene_K06918	antibiotics	antibiotics	0.303566643987157	0.318916700423419	180	126	0.343061401508423	0.924376804300491
Microbiome_gene_K06919	antibiotics	antibiotics	0.394035385279006	0.320351271547678	180	145	0.220756122664074	0.924376804300491
Microbiome_gene_K06919	antivirals	antivirals	-0.277037929543991	0.300495422282316	180	145	0.358147345091838	0.924376804300491
Microbiome_gene_K06920	antibiotics	antibiotics	0.253240614293917	0.287881628232038	180	167	0.380341533941317	0.924376804300491
Microbiome_gene_K06925	antibiotics	antibiotics	0.233522276094036	0.270685582773728	180	168	0.389566249162313	0.924376804300491
Microbiome_gene_K06926	antivirals	antivirals	-0.383700530258148	0.340823087084058	180	150	0.262107737065612	0.924376804300491
Microbiome_gene_K06928	antifungals	antifungals	0.404835318173659	0.311792543936411	180	134	0.196462072284508	0.924376804300491
Microbiome_gene_K06929	antibiotics	antibiotics	0.444165646304301	0.443741170532434	180	141	0.318625416414824	0.924376804300491
Microbiome_gene_K06934	antifungals	antifungals	0.391588156301921	0.328341698483752	180	135	0.235188989670877	0.924376804300491
Microbiome_gene_K06934	antibiotics	antibiotics	0.327844906601248	0.356031646282557	180	135	0.358844411271157	0.924376804300491
Microbiome_gene_K06937	antifungals	antifungals	0.416473714797239	0.333043663076787	180	143	0.213230278996474	0.924376804300491
Microbiome_gene_K06937	antibiotics	antibiotics	0.479533806662658	0.494545241920468	180	143	0.333919379810694	0.924376804300491
Microbiome_gene_K06937	antivirals	antivirals	-0.335845703965029	0.349427981214827	180	143	0.338167852473737	0.924376804300491
Microbiome_gene_K06940	antibiotics	antibiotics	0.395307309755806	0.359809668099105	180	151	0.273726286652817	0.924376804300491
Microbiome_gene_K06941	antibiotics	antibiotics	0.269018074837055	0.299261889363388	180	164	0.370044679533553	0.924376804300491
Microbiome_gene_K06942	antibiotics	antibiotics	0.218027844138845	0.278504516155456	180	171	0.434829356256686	0.924376804300491
Microbiome_gene_K06948	antibiotics	antibiotics	0.392665049179197	0.330019147727514	180	136	0.236267084663159	0.924376804300491
Microbiome_gene_K06948	antivirals	antivirals	-0.297775053589536	0.33771772168604	180	136	0.379539067041354	0.924376804300491
